amount_reviews,critics_consensus,duration,image_urls,images,rating,release_date,tags,title
57,★ 2003奧斯卡最佳原創劇本 ★ 2003金球獎最佳外語片 ★ 2003歐洲電影獎最佳影片、最佳導演、最佳劇本  個性靦腆的班尼諾在私人診所擔任看護，他全心全意照顧著因車禍陷入昏迷長達四年的芭蕾舞學生艾莉西亞；馬可是一名旅遊記者，他的女友莉蒂亞在一次鬥牛過程中身受重傷昏迷不醒。兩個完全不相識的男人，在一場舞蹈家碧娜•鮑許的現代舞作「穆勒咖啡館」比鄰而坐。幾個月後，兩人在私人診所正式相遇，正當兩個男人的友情愈來愈深厚，莉蒂亞的前男友卻在此時來探病，並告訴馬可自己與莉蒂亞在出事前就已舊情復燃，讓馬可深受打擊而離開，不久便在報紙上看到莉蒂亞的死訊。同時，成為植物人許久的艾莉西亞，竟被發現懷有兩個月的身孕，一切矛頭都指向班尼諾…,片長：01時53分,,D:\Users\Administrator\django-react-app\backend\server\django_media\悄悄告訴她經典數位修復.jpg,3.3,2020-10-30,,悄悄告訴她 經典數位修復
82,★ 2004年坎城影展開幕片 ★ 2004歐洲電影獎最佳影片、最佳導演等5項提名  神父、戀童、變性，愛越深…罪越重 伊納修與安利奎是馬德里一所教會學校同學，懵懂的兩人有著非一般「同窗之愛」。戀童癖的馬諾羅神父迷戀上擁有天籟美聲的伊納修，為了擁有他，馬諾羅神父勒令安利奎退學，更進而性侵了伊納修。  20年後成為導演的安利奎，收到一份來自伊納修的劇本。劇本影射兩人幼時的教會生活、情慾的初長、神父對男童的性幻象等等，安利奎決定開拍成電影搬上大銀幕。安利奎對伊納修心有存疑決定私下展開調查。電影開拍後，片場出現了一名不速之客–馬諾羅神父，神父告訴了安利奎另一個版本的故事……  童年禁忌的初戀、神父的戀童癖以及同性間的情慾糾纏，交織出一場慾望的狂風驟雨。 ,片長：01時45分,,D:\Users\Administrator\django-react-app\backend\server\django_media\壞教慾經典數位修復.jpg,3.5,2020-10-30,,壞教慾經典數位修復
97,★全球觀眾引僅期盼，最〝燃〞神作動畫首部劇場版 ★《獵人》作者「富堅義博」感動力推 ★日本漫畫總銷量 5 年內突破 6 千萬  《鬼滅之刃》是家人慘遭鬼殺害的少年－竈門炭治郎，為了讓化為鬼的妹妹禰豆子恢復回人 類，自願加入「鬼殺隊」的故事。以人鬼間的悲痛故事、驚心動魄的劍戰，以及偶然穿插的 滑稽場景，贏得廣大人氣，不僅紅遍日本，更掀起全球觀眾的熱烈討論。  緊接在電視版動畫《竈門炭治郎‧立志篇》之後的故事《無限列車篇》，即將登上大銀幕。 炭治郎等人完成「蝴蝶屋」的訓練，下一個目的地是開往黑暗的「無限列車」。  以多人行蹤不明的這輛列車為舞台，炭治郎帶著禰豆子與善逸、伊之助一行人，與鬼殺隊最 強劍士〝柱〞其中之一「炎柱‧煉獄杏壽郎」會合， 新的任務即將開始！ ,片長：01時57分,,D:\Users\Administrator\django-react-app\backend\server\django_media\鬼滅之刃劇場版無限列車篇.jpg,4.4,2020-10-30,,鬼滅之刃劇場版 無限列車篇
92,★ 人氣漫畫家キヅナツキBL名作改編的同名動畫 首度映畫化！ ★ 以SNS為中心 「青春×樂團×BL」的最佳組合！ ★日本BL動畫知名品牌「BLUE LYNX」繼《鳴鳥不飛：烏雲密布》又一力作  キヅナツキ同名BL人氣漫畫，繼電視劇版後，終於登上大銀幕，這也是日本BL新銳廠牌「BLUE LYNX」繼《鳴鳥不飛：烏雲密布》的第二部作品。  高中生上山立夏熱愛演奏吉他，與春樹和秋彥合組一個小樂隊。某個午休，他意外幫佐藤真冬修好吉他弦後，被真冬拜託教吉他，而後又在聽到真冬的歌聲後邀請他加入樂隊。立夏在相處的過程中漸漸喜歡上真冬，真冬有一個彼此互相喜歡並支持的青梅竹馬，但那個人卻自殺了，因那個人喜歡吉他，真冬才一直很想學。那個人沒有做到的事，沒有堅持的陪伴，立夏都幫他實現了，真冬也開始慢慢喜歡上立夏。另外一對CP春樹和秋彥，春樹一直默默地喜歡著秋彥，為他留著長髮，但秋彥卻與極具音樂才華的小提琴家雨月同居在一起。動畫影集以高中生的真冬與立夏兩人間悲傷恬淡的愛情為主軸，首部劇場版則為大人組三人的春樹、秋彦、雨月，熾熱的三角戀拉開序幕。 ,片長：01時00分,,D:\Users\Administrator\django-react-app\backend\server\django_media\GIVEN~被贈與的未來劇場版.jpg,4.3,2020-11-06,,~被贈與的未來劇場版
94,“生如夏花之絢爛，死如秋葉之靜美”～泰戈爾  年老的禮儀師尚吉（安聖基 飾）長期照顧著癱瘓的兒子智赫（金彗星 飾），龐大的經濟壓力迫使他加入大型的禮儀公司，大公司利字當頭，讓一心想好好送亡者最後一程的尚吉經常與公司起嫌隙。單親媽媽恩淑（柳真 飾）因為臉上的傷疤求職無門，因緣際會之下，當起了智赫的看護，樂觀開朗的母女倆為生無可戀、一心求死的智赫，和總是心事重重的尚吉帶來一線曙光，然而，溫馨的日子卻在不速之客的到來後破滅，恩淑藏在笑臉背後的悲傷過往也浮出檯面…。同時，總是溫暖收容弱勢的麵店老闆不幸病逝，沒有家人的他，依照政府規定，只能直接火化。然而，一群受過恩惠的遊民，卻因無法幫恩人辦一場體面的告別式而悲憤不已。他們竟從殯葬處偷走遺體，並找上尚吉，打算非法在廣場為恩人舉行公開的葬禮，面對冰冷的制度，他們是否能完成最後的心願？  【關於電影】  宛如韓版《送行者：禮儀師的樂章》 國民影帝安聖基X韓流女團始祖柳真X花美男金彗星 共譜生命奇蹟 《紙花》為南韓新銳導演高勳自編自導之作，找來南韓國民影帝安聖基，與睽違十二年未出現在大銀幕的前S.E.S.女子團體成員柳真共同演出。從影超過六十年，參演過無數大師名導得獎作，以及大製作商業片的安聖基表示，《紙花》雖為新銳導演獨立製片之作，預算片酬都不高，但劇本結構完整、人物刻劃動人，說服了他參演，「對我來說，無論是商業電影還是獨立電影，只要是好劇本，就該給予更多機會，能成為電影後輩的引路人，是我對自己的期許。」導演高勳也坦言，自己是在一次偶然中，看到電視正在採訪禮儀師，產生濃厚的興趣，決定以此為題材創作。而故事的主人翁尚吉，一開始則是命名為「安聖吉」，可說是從製作初期就鎖定了安聖基為男主角，並以他的形象量身塑造角色。安聖基也為了演出專業禮儀師，接受訓練，並且在開拍前每天在家努力練習摺紙花，他坦言：「禮儀師對一般人來說，已是充滿距離感的職業；對演員來說，要揣摩這樣的職人，更是難上加難。」  最終，安聖基細膩生動的演出在海內外影展好評連連，更一舉摘下休士頓影展影帝榮耀，成為南韓首位在該影展得到演技獎項的演員。同時該作也被影展評審給予高度肯定：「這部作品道出了受傷、痛苦還有死亡之間，靈魂心痛的共鳴。」至於安聖基片中因長期癱瘓在床，生無可戀的兒子智赫，則找來曾在家庭喜劇《搞笑一家親》中，以正太形象深植人心，一度紅極一時，卻因過於可愛的外型導致角色受限，加上當兵入伍、車禍意外而淡出戲劇圈的金彗星飾演，從戲外的回歸，到戲中的重生，金彗星將角色從絕望到重拾希望的轉折，表演得恰如其分。女主角恩淑則找來同樣因結婚生子，一度淡出演藝圈的柳真回歸飾演，柳真表示，自己如今現實生活中已是兩個女兒的母親，此次在片中飾演單親媽媽，獨自照顧一個女兒，相當能體會這個堅強母親的心境。同時柳真也坦言導演對她表演最主要的指示就是「成為整部片光明的存在！」因此，儘管故事圍繞著各種死亡、令人沮喪的處境，柳真的演出依然充滿活力與笑顏，為尚吉的壓抑、智赫的絕望帶來一線曙光。 ,片長：01時43分,,D:\Users\Administrator\django-react-app\backend\server\django_media\紙花.jpg,4.3,2020-11-06,,紙花
91,★笑中帶淚、感人肺腑，今年度最溫暖動人的家庭溫情系電影 ★廖慶松、徐若瑄領軍，金獎團隊聯手打造，再創台灣家庭電影經典 ★台灣重量級實力派女性演員，共同寫下屬於台灣女人的故事  缺席的人，是她們不能觸碰的心事… 林秀英（陳淑芳 飾）是台南赫赫有名的餐廳老闆，在丈夫（龍劭華 飾）無聲無息地離家後，便靠著賣蝦捲，獨自撫養三個女兒長大成人，不僅把蝦捲從路邊攤賣到開餐廳，三個女兒更是成就非凡，大女兒阿青（謝盈萱 飾）是國際舞者，二女兒阿瑜（徐若瑄 飾）在台北當整形醫生，小女兒佳佳（孫可芳 飾）則接手自己的餐廳事業。  眼看就要苦盡甘來，秀英卻在70大壽當天接到丈夫離世的噩耗，在替這位有名無實的丈夫籌辦喪禮的同時，竟意外迎來了另一位陪伴丈夫度過晚年的女人，令她不得不再次面對內心埋藏已久的怨懟……,片長：02時03分,,D:\Users\Administrator\django-react-app\backend\server\django_media\孤味.jpg,4.2,2020-11-06,,孤味
86,"★曾獲墨爾本同志影展開幕片、加拿大電影節觀眾票選獎《拉拉手，到白首》平權導演最新電影作品 ★在我死之後，媽媽才開始了解我的生活… ★《性福拉警報》奧斯卡金獎製片 顛覆傳統創新傑作。 ★電影中文主題曲[愛,沒有不同] LiveMe直播主Meggie薇寶 深情演繹。  她與摯愛告別後，開始瞭解陌生的彩虹人生！  唱詩班指揮-梅碧琳(賈姬威佛 飾)，在兒子逝世後，繼承他的變裝俱樂部，她從保守德州搬到絢爛的舊金山，更得拯救俱樂部免於倒閉之危，讓丈夫和身邊的親友都大吃一驚。在這個喧鬧、充滿活力的新環境中，她開始為自己生活尋找新的意義，也才慢慢了解，多年未曾聯繫的兒子，度過的是什麼人生…  【關於電影】  電影於疫情期間，在全球各國陸續上映，皆獲得相當大的迴響。英國帝國雜誌讚賞「賈姬威佛演出淋漓盡致」、好萊塢報導更譽為「《斷背山》、《為巴比祈禱》後，年度必看彩虹電影」，英國晨星日報與Outtake Magazine都給出四星高分評鑑。英國在114間戲院上映，獲得當周新片冠軍。 ",片長：01時33分,,D:\Users\Administrator\django-react-app\backend\server\django_media\我的媽媽開GAYBAR.jpg,3.8,2020-11-13,喜劇,我的媽媽開
97,★本屆金馬影展開幕電影！ ★《大佛普拉斯》金獎製作團隊原班人馬最新力作！ ★億萬監製葉如芬X金馬導演鍾孟宏X金馬最佳新導演黃信堯再度攜手！ ★《大佛普拉斯》金馬最佳新導演黃信堯自編自導第二部劇情長片！ ★金馬最佳男配角劉冠廷、鄭人碩、納豆、施名帥首度同台飆戲！  人會老 存錢也要存一些老朋友 從同學 看見現代人的人生百態…  四個高中同學畢業後常常聚在泡沫紅茶店刁牌、唬爛三小，但聚會後他們還是要繼續面對生活的艱難…電風(鄭人碩飾)是保險業務員，領著微薄薪水省吃儉用買了新房，因為女友懷孕將步入婚姻的人生階段；從事紙紮屋行業又有陰陽眼的閉結(劉冠廷飾)，因長期照顧臥病在床的阿嬤錯過婚姻，想尋求婚姻介紹所找一個好女人結婚；罐頭(納豆飾)在一次吞藥自殺後洗心革面，接下了戶政所的工作，因此與他心目中的女神校花麥娜絲重逢；添仔(施名帥飾)是懷才不遇的導演，卻在機緣下被政客(陳以文飾)相中開始選舉之路…  四個人各自遇上人生事業、婚姻、愛情、夢想的難題，唯一不變的是他們從學生時期到現在仍相約在泡沫紅茶店。同學聚在一起雖然幹話滿天，但這些幽默的五四三，卻展現相互扶持的真摯友情，也透露了長大後面對困頓人生的徬徨與無奈，而人生的重重關卡，正考驗著這四位同學真摯的情誼… ,片長：02時02分,,D:\Users\Administrator\django-react-app\backend\server\django_media\同學麥娜絲.jpg,4.1,2020-11-20,喜劇,同學麥娜絲
94,以古都京都為舞台，新一將挑戰兇手為天狗的連環殺人案！ 而他與小蘭的戀情又會走向何方呢!?  因校外旅行而來到京都的新一，在清水寺遇見母親有希子的朋友——女演員鞍知景子。和大學同學來替老友掃墓的景子，委託新一解讀同學收到的暗號。當晚，新一帶著小蘭、園子、世良造訪投宿同一家飯店的景子房間，發現那裡聚集了即將上映的電影《紅之修羅天狗》相關人員。演員井隼森也、電影導演馬山峰人、作曲家阿賀田力、編劇西木太郎都是景子的大學同學。  新一接過西木收到的暗號便和景子等人道別，然而緊接著發生了西木被殺害的事件。案發現場如同養源院的血天井一般，天花板染著鮮血。天花板上的血腳印一直延續到窗戶，世良推測能在空中飛翔、擁有神力的怪物即是兇手。景子等人害怕遭到天狗襲擊而顫慄不已。  天狗是這次電影的題材，而新的暗號也與天狗經常拿在手上的八角金盤葉一起被放進了西木的懷中。之後，電影相關人員陸續受到天狗襲擊……。,片長：01時28分,,D:\Users\Administrator\django-react-app\backend\server\django_media\名偵探柯南：紅之校外旅行鮮紅篇&戀紅篇.jpg,3.8,2020-11-20,,名偵探柯南紅之校外旅行 鮮紅篇&戀紅篇
96,★「京都動畫」虐心打造最動人催淚的愛情物語！ ★延續《紫羅蘭永恆花園》電視動畫情節，正宗本傳續集最終完結！ ★以電視動畫劇情為基礎，原創故事打造女主角「薇爾莉特」的未來！ ★ 集結石川由依、浪川大輔等超人氣聲優陣容擔綱配音！ ★全台動畫迷爭相傳頌「人類聖經」、「宇宙神作」的感人物語！ ★京都動畫大賞輕小說獲獎作品改編，電視動畫原班人馬再度回歸！ ★美不勝收的場面、扣人心弦的故事、響徹心底的音樂、聲優精湛的表現！  為心愛之人，送上最後一封信 ——「愛」究竟是什麼？ 曾經將愛告訴自己、給予自己的那個重要之人。 即使想見，卻再也無法相見。 永遠放開了手的，那個最最重要之人。  從事代筆職業的她，名叫薇爾莉特伊芙加登（石川由依配音）。在讓人們傷痕累累的戰爭結束後數年，嶄新的時代來臨，世界也逐漸恢復平穩，生活並隨著新技術開發而改變。就在讓人們開始往前邁進之時，心懷思念重要之人的薇爾莉特，卻必須在沒有「那個人」的世界中活著。直到某天，她看到了一封信…。  【關於電影】  京都動畫最動人催淚的愛情故事，正宗續集最終完結 《紫羅蘭永恆花園》由日本知名優質動畫品牌「京都動畫」打造，改編自曉佳奈創作、榮獲第5屆京都動畫大獎的輕小說作品，也是京都動畫大獎有史以來，唯一獲得「大賞獎」的作品（其餘幾屆的大賞獎都從缺）。本作女主角「薇爾莉特伊芙加登」，是位擁有金髮藍眼的美麗少女。身為孤兒的她，父母、年紀不詳，然而與她美貌相反的，是她那罕見的戰鬥能力。也因為她在戰爭時期的強大戰力，讓她被軍中同袍無視為人類，反而視為「武器」般的存在。之後因為戰爭失去雙手，薇爾莉特離開軍隊，並裝上義肢，開始在C·H郵政社擔任起「自動手記人偶」的代筆工作。這位像人偶般清澈無暇、沒有多餘感情的少女，為了想要理解當時戰場上重要之人，對她所要傳達的話語，她不斷前往各地，踏上一段尋找何謂「愛」的旅程。透過一次次為不同委託人工作，她與各式各樣的人們相遇，並將對方無法言說的話語，或是綿密的思念，化作一封又一封的書信，將重要之言給投遞出去。她也從這些人身上，逐漸學會人與人之間的相處與情感，並逐漸開始懂得什麼是「愛」…。  電視動畫於2018年1月10日起播出，一播出就引發極大轟動與討論，甚至被網友高度讚譽為「人類聖經」、「宇宙神作」。尤其電視動畫以劇場版的製作品質來打造，也再度證明京都動畫的誠意與製作實力。也因為電視動畫的轟動，讓製作團隊繼續在2019年推出劇場版動畫《紫羅蘭永恆花園外傳－永遠與自動手記人偶－》。尤其外傳在台灣上映後，隨即在影迷之間造成轟動，雖然全台當時只有12家戲院限定映演，不過隨著高度口碑，以及忠實觀眾們的多刷支持，讓該片的最終票房熱賣直逼1200萬元，充分展現本系列作品的絕佳魅力，也讓這部即將在台灣上映的《紫羅蘭永恆花園電影版》未演先轟動，再度受到全台觀眾的廣大關注。  本片將會以完全原創的劇情，為電視動畫的劇情作出延續，並將以「愛」作為主題，讓本系列邁向最終完結。製作團隊與原著作者曉佳奈也彼此分享劇本與設定資訊，讓薇爾莉特在這段追尋、感受「愛」的過程當中，又將會遇到什麼樣的人、事、物？而她某天無意中看到的一封信，內容又將會是什麼樣感動人心的內容？此外，本片的畫面尺寸也從電視動畫系列的16:9，調整為更寬、更適合電影銀幕比例的2.31:1。透過如此適合電影院觀賞的畫面比例，更生動描繪出天空、大海，甚至是山脈的遼遠廣闊。不僅對製作團隊來說是個挑戰，也顯示京都動畫一直推出優質動畫的堅持，值得台灣觀眾進戲院支持！,片長：02時20分,,D:\Users\Administrator\django-react-app\backend\server\django_media\紫羅蘭永恆花園電影版.jpg,4.6,2020-09-30,,紫羅蘭永恆花園電影版
100,★ 討債變養孩擔保品 變脫油瓶！ ★ 韓國影視天后河智苑 回歸大銀幕！ ★ 國民爸爸成東鎰 化身討債大叔！ ★ 新秀童星朴昭怡 萌度破表！  1993年仁川，粗魯又不好相處的高利貸業者頭石（成東鎰 飾）和宗培（金熙元 飾）想拿回欠債，卻意外地帶回九歲的承怡（朴昭怡 飾）作為擔保。  「擔保是什麼意思？」不知道什麼意思就成為擔保的承怡，因承怡媽媽遭到遣返，頭石和宗培必須負責把孩子送給別人領養。本以為承怡被有錢人家領養，卻發現送到不是原先想像的地方，兩人決定把承怡帶回家照顧。突然接管小孩，必須擔保小孩人生的頭石和宗培，與因欠債而被作為擔保的承怡，頭石、宗培、承怡這三個人，不知不覺成為彼此很特別的存在。 去討債卻遇到人生的寶貝！ 今年秋天，「擔保」將成為「寶貝」！  【關於製作】  打造出《機密同盟》、《國際市場：半世紀的諾言》、《喜馬拉雅：返家之路》、《那才是我的世界》等無數賣座電影的JK Film，這次以溫馨療癒的感動新作《無價之保》和觀眾見面。JK Film以訴求滿滿父愛的《國際市場：半世紀的諾言》；詼諧描繪南北韓刑警協同辦案的《機密同盟》；真實事件改編，挑戰遠征高峰的《喜馬拉雅：返家之路》；前拳擊手哥哥和罹患學者症候群的弟弟，開啟一段與眾不同人生的《那才是我的世界》等，透過有趣的劇情，引發群體共鳴，受到廣大觀眾的喜愛。 JK Film在2020年帶給觀眾療癒系新片《無價之保》，訴說著冷酷無情的高利貸業者「頭石」和他的後輩「宗培」，為了去討回欠債，卻意外以九歲的女孩「承怡」作為擔保，及其養育過程中所發生的故事。前往討債的高利貸業者「頭石」和「宗培」，偶然間以孩子作為擔保的獨特設定，引發觀眾的好奇。在電影《美麗的和聲》中使用溫暖的視角，引發在觀眾引發共鳴的導演姜大奎，再次發揮了細膩的執導能力，更增添了對《無價之保》的期待。  一開始讀了劇本後，飾演大人「承怡」的河智苑就感動的流下了淚水，她表示：「觀眾看了《無價之保》之後，一定能夠深刻地感到共鳴，本片是這個時代必不可或缺的電影。」表達出毫不猶豫接演電影的原因。飾演「頭石」的成東鎰表示：「我有自信到可以用我的三個小孩保證，我也很想讓我的小孩看這部電影。」如此表達出強烈的自信，令人更加期待這部電影。像這樣討喜且擁有溫暖魅力的2020療癒系電影《無價之保》，將於今年秋天溫暖上映，不僅給觀眾帶來幸福的微笑，更能讓各年齡層都能感到共鳴，傳遞真誠的感動，留下令人回味的餘韻。 ,片長：01時53分,,D:\Users\Administrator\django-react-app\backend\server\django_media\無價之保.jpg,4.3,2020-10-08,,無價之保
87,原本以為只是搭火車旅行，沒想到…好吃驚！ 聖誕假期，米可萊穿著人偶裝在月台發放傳單，突然對一名美女觀光客一見鍾情，情不自禁跟著她上了火車之後，卻遇到一絲不苟的列車長諾瓦正在驗票，沒錢補票的米可萊於是上演你追我跑的戲碼，過程之中不慎打昏了列車長，當他穿上諾瓦的外套，卻被乘客誤以為是列車長，強拉去處理各式各樣的緊急事故：走失小孩的家長、坐錯位置的乘客、擋住走道的路霸、想坐霸王車的惡霸，還要安慰因為失戀而哭得死去活來的列車女服務生。搭火車旅行真的好吃驚，最後的高潮來到火車突然緊急剎車、意外停駛，冒牌列車長要如何安撫一整列車的乘客們呢？更重要的是米可萊會在火車上找到他的真愛嗎？  【關於電影】  波瀾最大鐵路公司PKP贊助拍攝，靈感來自火車旅途間的短暫過客  本片為新銳導演米格爾•維列斯首部劇情長片，全片百分之九十的場景都發生在火車上，獲波蘭最大鐵路公司PKP贊助拍攝。導演米格爾表示，本片靈感來自某次的工作案，連續好幾個月得高頻率搭火車從波茲南到華沙。火車旅途過程中有迷人的風景、搖晃和吵雜的干擾，以及沿途各個別具特色的停靠站和形形色色的乘客，在火車上比鄰而坐的乘客都是一個個未知的謎團，每個人都有故事和目的地，但一旦搭上列車，卻也只剩下一個座位號碼，然而，旅客們的一舉一動、穿著打扮、談吐都依然看在他人眼中。當大家同乘一輛火車，常常個人的一個微小舉動，就有可能對他人造成巨大的影響，引發連鎖反應，甚至可能讓本該只是陌生人的乘客成為朋友、戀人或敵人。「旅途中我當然不可能立刻和身旁的乘客熟稔起來，但我一直在默默觀察他們，想像他們的生活樣貌，進而得到靈感寫下這個故事。」  導演米格爾坦言自己希望藉由這樣的觀察和腦補，描繪出一個建立在火車上的微型世界，以及屬於這個世界的獨有規則，宛如一幅「列車浮世繪」。同時也對人的「身分」提出叩問，透過詼諧的對白、諷刺的事情發展，讓觀眾一窺「假裝成他人」、「濫用他人身分」會得到什麼苦果。導演米格爾表示自己一直將美國名導比利懷德視作楷模，「電影最讓我感到共鳴的地方是關於人的各個面向，例如：愛情、友情、使命、生死。我也喜歡去探索這些東西，選擇用反諷的方式呈現，避免讓自己和作品過於嚴肅。」他也形容比利懷德的老電影，事隔多年，如今看來一點也不覺得過時，依然充滿新鮮感，因為他始終將焦點擺在人性，而非時代，「時髦的點子和潮流總有過時的時候，但人性卻亙古不變。我期許自己朝這個方向前進，希望能拍出一部簡單、能帶給觀眾娛樂的電影，讓每個觀看的人都感到快樂、滿足，《愛情列車長》就是在這樣的想法下拍攝而成的。」 ,片長：01時25分,,D:\Users\Administrator\django-react-app\backend\server\django_media\愛情列車長.jpg,3.4,2020-10-08,,愛情列車長
88,在片中飾演前退役海軍陸戰隊隊員艾莉(Ali)的露比·蘿絲，回鄉尋求療癒，低調生活，沒想到竟捲入另一場奪寶紛爭，而對方來勢洶洶，要的不只是藏在公寓裡的千萬名畫，還想要趕盡殺絕。她隻身一人對抗菁英傭兵軍隊，從肉搏戰至炸彈爆破全部自己來，她不只要跟時間賽跑，還要小心四處埋伏的殺機，讓這些侵門踏戶的敵人親眼見識「來自特種部隊的守門人」。,片長：01時37分,,D:\Users\Administrator\django-react-app\backend\server\django_media\奪命守門人.jpg,3.2,2020-10-16,懸疑/驚悚,奪命守門人
88,★ 改編自紐時百大書單暢銷小說《教母》（The Godmother） ★ 法國首週票房亞軍，僅次《天能》 ★ 《她的危險遊戲》《鋼琴教師》法國傳奇影后伊莎貝雨蓓妙趣橫生新作 ★ 《推拿》《女僕心機》金獎製片爆笑呈獻 ★ 50%條子＋50%毒販＝這批雨蓓100%純啦！  帕休絲波圖福（伊莎貝雨蓓 飾）是一名法語、阿拉伯語的警方翻譯，任職於反毒單位，專精電話監聽。這份工作既困難薪水又少，但她的指揮官上司很迷人！有天她在監聽被通緝的毒販通話時，意外發現他們其中一人是照顧她母親的善良女人的兒子，於是她決定保護他，因而一腳踏進毒品世界中。帕休絲得到了大量的交易訊息，加上新搭檔：前警犬「DNA」的幫助，她抓住機會搖身一變，成為毒品大盤商「藥頭大媽」！,片長：01時46分,,D:\Users\Administrator\django-react-app\backend\server\django_media\藥頭大媽.jpg,3.4,2020-10-16,喜劇,藥頭大媽
99,★ 改編自韓國經典犯罪電影《盲證》，由日本新生代實力派女星吉岡里帆聯手鮮肉帥哥高杉真宙演出 ★ 一個因意外失明的警校畢業生，卻是連環女高中生綁架案的唯一證人，她要如何指認極惡罪犯？ ★ 少女連環分屍慘案，智慧型殘暴罪犯與看不見的前女警展開一場鬥智對決  濱中夏目（吉岡里帆 飾）在警察學校畢業典禮當晚，因過失車禍，導致弟弟死去，自己也雙目失明，她放棄成為警察的夢想，3年來，她將自己完全封閉，只有導盲犬陪伴她過日子。  某天，夏目遭遇交通事故，在現場，她聽到車中傳出少女微弱喊救命的聲音，曾在警校受過專業訓練的她，判斷車內可能是一宗綁架案。但警方並不相信她所提供視覺以外的情報，停止調查，但少女的呼救聲讓她一直揮之不去，她找到當時也同樣目擊車禍的滑板少年（高杉真宙 飾），說服他一起尋找犯人蹤跡。  他們逐漸順著線索追查到可能遭到綁架的受害人，和一位被稱為「救神」的神秘人物。木村警官與搭檔吉野（大倉孝二 飾）也開始覺得事有蹊蹺，決定出手相助，並發現了疑似遭到殺害，堆積成山的青少女斷肢屍體。木村警官發現此案與15年前一宗謀殺案之間似乎有相關之處，這時，凶手突然出現並開始跟蹤夏目，讓她身陷險境，…… ,片長：02時09分,,D:\Users\Administrator\django-react-app\backend\server\django_media\看不見的目擊者.jpg,4.3,2020-10-16,懸疑/驚悚,看不見的目擊者
85,林健一不只看護生病的房東周秀玉，還收養她9歲的孫子王悠宇。他的行為看似超出普通房客，但其實這都是他思念一個人的方式。  然而在周秀玉過世之後，他的動機開始受到質疑。在檢警調查之下，發現越來越多對健一不利的證據……  擅於處理人際關係及身分認同的導演鄭有傑，睽違五年的新作挑戰在陰暗的故事線下，刻畫愛的極限與界線，懸疑中暗藏他擅長的溫暖基調。觀眾隨著敘事遊戲峰迴路轉、抽絲剝繭，現實亦或記憶，是真是假，孰善孰惡，世界豈是非黑即白？由莫子儀、姚淳耀、是元介等全演員陣容，引領觀眾親身深入眾角色矛盾的內心世界。 ,片長：01時46分,,D:\Users\Administrator\django-react-app\backend\server\django_media\親愛的房客.jpg,4.3,2020-10-23,,親愛的房客
84,★2020動作喜劇再「進化」掀視覺新震撼！ ★《警察故事》神組合 成龍X唐季禮 九度聯手出擊！ ★流量男神楊洋《微微一笑很傾城》挑戰高強度動作片！ ★橫跨歐亞非三大洲，展開陸海空跨國大搜救！ ★導演唐季禮：「最棒、最爽、最過癮的動作喜劇！」  蜚聲國際的民營國際安保公司「急先鋒」由老闆唐煥庭（成龍 飾）成立，秉承傳統鏢局文化，「俠肝義膽、使命必達」。倫敦唐人街，數十萬居民和遊客參與春節舞龍遊行。受保人秦國立（樓學賢　飾）被不明身分人士劫持，休假中的急先鋒隊員雷震宇（楊洋　飾）、張凱旋（艾倫　飾）、彌雅（母其彌雅　飾）奉命趕來救援，經過一場惡鬥，最終救出秦國立。 秦國立曾為中東富商Massym工作，並不知其真實身份為中東某武裝組織頭目，待瞭解實情後秦國立已是後退無門。隨後，Massym在美軍的一次空襲行動喪生，其子Omar僥倖生還，他懷疑秦國立出賣父親並私吞財產故前來復仇，於是策劃了唐人街綁架。得救後的秦國立向急先鋒請求派人去非洲保護女兒Fareeda（徐若晗　飾）。  唐煥庭帶領隊員們前往非洲草原找到Fareeda，Omar則派來傭兵聯合當地盜獵集團與急先鋒隊員展開激戰，急先鋒隊員和Fareeda分散逃入叢林。敵人緊追在後，Fareeda駕駛水陸兩棲車駛入激流，上演一場驚險的激流搏鬥，險象環生，直至急先鋒後援駕直升飛機趕到，救出唐煥庭、彌雅，而雷震宇和Fareeda則落入敵人手中成為人質。  急先鋒利用高科技鎖定人質位置，派出精兵前往位在中東的組織基地實施營救計畫，在炸彈爆炸前一秒救回雷震宇和Fareeda。撤退之際，張凱旋為掩護眾隊友，遭崩塌的建物所掩埋。雷震宇冒著槍林彈雨返回救援，背回已無呼吸的張凱旋。眾人乘車撤離，雷震宇拼死搶救張凱旋，但張依然毫無生命跡象，團隊沉浸在悲傷的氛圍，雷震宇依然不放棄，拼死搶救，最終張凱旋奇蹟似地醒來，眾人轉悲為喜。可是Fareeda父親秦國立被敵人抓走。  原來Massym的財產全用來購買黃金，秦國立帶Omar前往在杜拜的黃金藏匿處。唐煥庭根據秦國立先前留下的資訊，聯合杜拜警方，布下天羅地網。交易現場，出現數輛鍍上黃金的超跑。Omar以黃金車與軍火商交換武器發射密碼，攻擊目標是杜拜港口的美國航母，急先鋒配合杜拜特警展開追緝。  Omar駕駛黃金車衝上杜拜街頭逃竄，購物中心水族館內，Omar及其手下被唐煥庭和雷震宇等急先鋒隊員擊倒，走投無路之下遭到逮捕，急先鋒不辱使命完成任務，收穫各方讚譽！ ,片長：01時47分,,D:\Users\Administrator\django-react-app\backend\server\django_media\急先鋒.jpg,3.2,2020-09-30,懸疑/驚悚,急先鋒
