amount_reviews,critics_consensus,duration,image_urls,images,rating,release_date,tags,title
84,★ 感動全球真實故事改編，同名小說全球熱銷千萬冊！ ★ 全球最紅街貓「BOB」大銀幕最後演出，貓奴必看感人電影！ ★《永不屈服》路克索德威，完美詮釋英倫街頭藝人詹姆士伯恩！  改編自《遇見街貓BOB》（A Street Cat Named Bob）同名電影續集，貓奴們將與詹姆士（路克索德威飾演）和Bob一同展開一趟全新旅程。從詹姆士救起流浪貓Bob的那天起，他們的友誼就開始了，他開始帶著Bob一起上街賣藝，Bob在賣藝期間總是靜靜地待在詹姆士的琴袋上、吉他上，甚至是肩膀上。這次詹姆士回顧他和Bob，在街頭度過的最後一個聖誕節，以及Bob如何幫助他度過最艱難的時光，並與朋友交流聖誕節精神的真正含義。 ,片長：01時32分,,D:\Users\Administrator\django-react-app\backend\server\django_media\再見街貓BOB.jpg,4.1,2020-12-10,,再見街貓
97,★ 喜劇界首屈一指的鬼才導演福田雄一打造超乎想像的異色《三國志》！ ★ 「日本男神」福山雅治獻唱主題曲〈革命〉！ ★ 「劉備」大泉洋、「孔明」室剛、「董卓」佐藤二朗、「曹操」小栗旬、「黃巾」山田孝之、「周瑜」賀來賢人、「黃夫人」橋本環奈、「貂蟬」渡邊直美……人氣日星華麗上陣！  ★ 台日混血「諧星界女神」渡邊直美扮貂蟬，魅惑眾人！ ★《解憂雜貨店》西田敏行首度加入「福田組」熱演歷史學家  距今1800年前，中國大陸處於「魏」「蜀」「吳」三國群雄割據的時代。在這亂世中，為重返太平盛世，被後人視為英雄的蜀國武將．劉備（大泉洋 飾）崛起，在劉備與各國武將們奔騰的熱血時代，終於發生了「赤壁之戰」，這是一場魏國80萬大軍對上蜀國與吳國的3萬聯軍的兵力懸殊之戰…… ,片長：01時54分,,D:\Users\Administrator\django-react-app\backend\server\django_media\新解釋・三國志.jpg,3.6,2020-12-11,喜劇,新解釋・三國志
95,★峰迴路轉燒腦歡快，日本賣座神片續集，原班人馬重磅出擊！ ★ 蟬聯五週日本票房排行榜！超越前作大賣40億日幣! ★「眼睛看到的未必是真實。什麼是真，什麼是假。你能看穿真實嗎！？歡迎來到詐欺師的世界。」 ★電影主題曲-Laughter【Official 鬚男dism】深情獻唱  《公主篇》以馬來西亞「蘭卡威島」作為舞台背景，世上頂尖大富豪-胡.雷盟身後留下10兆日圓遺產，律師發表的繼承人卻是誰都不知道的私生女-蜜雪兒。就在家屬尋找私生女的同時，世界各地的詐欺師們也為這遺產大集合！詐欺師三人小組怎能錯過這天大的好機會，「達子、小弟、理查」也潛入富豪家，開啟史上最大規模的詐騙計畫。螳螂捕蟬黃雀在後，他們的身份卻被家屬識破，安排殺手暗中突襲，倒在血泊中的三人是否能平安得救......天才詐欺師們生涯最嚴峻挑戰！  【關於電影】  從連續劇轉戰大銀幕，2019年首集電影版《信用詐欺師JP》口碑票房雙收，2020年最新電影版《信用詐欺師JP:公主篇》演員一字排開猶如頒獎典禮，每位演員都可獨當一面扛起電影票房，但卻都願意臣服在詐欺師的旗下，甚至連台灣女星徐若瑄也趕來插上一腳！  「信用詐欺師JP」系列由長澤雅美、東出昌大、小日向文世三人合作，日劇版表現亮眼，故事讓人驚喜連連，編劇古澤良太再次巧手將大部分角色全數置入，《公主篇》預告一釋出隨即引發討論，不但竹內結子、三浦春馬再度登場，徐若瑄也以誇張演技亮相。  除了首部電影版出現的廣末涼子、江口洋介，還加入生瀨勝久、石黑賢、濱田麻里、柴田恭兵等資深演技派，主題曲則找來日本當紅樂團「Official 鬚男dism」演唱，為電影增色。 ,片長：02時04分,,D:\Users\Administrator\django-react-app\backend\server\django_media\信用詐欺師JP：公主篇.jpg,4.3,2020-12-11,喜劇,信用詐欺師公主篇
88,艾比(克莉絲汀史都華 飾演)原本打算趁聖誕假期在家族聚餐上向女友哈珀(麥坎西戴維斯 飾演)求婚，沒想到哈珀壓根還沒跟保守的家人出櫃。關係曝光讓原本歡樂的假期陷入一團混亂，這對戀人該如何面對自己和親友勇敢說愛？同時又不毀掉完美的聖誕假期？,片長：01時41分,,D:\Users\Administrator\django-react-app\backend\server\django_media\求婚好意外.jpg,4.2,2020-12-11,,求婚好意外
96,時間快轉到了1980年代，神力女超人在她的下一個銀幕大冒險中，發現自己面對了兩個全新的敵人：麥斯威爾洛德和豹女。  本片依然由導演派蒂珍金斯執導，蓋兒加朵扮演神力女超人，《神力女超人1984》是華納兄弟電影公司繼2017年全球票房達8.22億美元，賣座的《神力女超人》這部DC超級英雄首作的續集。克里斯潘恩繼續在本片飾演史提夫崔佛，另外還有克莉絲汀薇格飾演的豹女，佩德羅帕斯卡飾演的麥斯威爾洛德，羅蘋萊特飾演的安提奧佩，以及康妮尼爾森飾演的希波呂忒。  續作的製作陣容包括查爾斯羅文、黛博拉史奈德、查克史奈德、派蒂珍金斯、蓋兒加朵和史蒂芬瓊斯。監製則包括蕾貝卡史提爾羅文歐克萊、理查德薩科、瑪莉安珍金斯、傑夫強斯、華特濱田、香緹儂武和衛斯理考勒。  派蒂珍金斯執導所用的劇本是由她與傑夫強斯及大衛卡拉漢所撰寫，故事架構則是由珍金斯和強斯根據DC漫畫的角色而來。而導演在幕後的團隊來自她的《神力女超人》團隊，包括攝影指導馬修詹森，奧斯卡提名的製作設計艾琳班尼托（《艾蜜莉的異想世界》），以及奧斯卡服裝設計琳蒂漢明（《酣歌暢戲》）。負責剪輯的是奧斯卡提名剪輯理查皮爾森 （《聯航93》）。配樂是由奧斯卡獲獎的作曲家漢斯季默（《敦克爾克大行動》、《獅子王》）負責。 ,片長：02時31分,,D:\Users\Administrator\django-react-app\backend\server\django_media\神力女超人1984.jpg,3.6,2020-12-17,冒險,神力女超人1984
58,★ 《我愛故我在》製片團隊打造駭人懸疑新作 ★ 如煉獄般的家與極窒母愛，該何去何從？ ★ 2020 義大利國際電影記者委員會獎 最佳新進導演提名 ★ 2019 西班牙錫切斯奇幻影展 最佳影片提名 ★ 2019 瑞士盧卡諾影展 ★ 2019 希臘塞薩洛尼基電影節 　　 山姆和母親伊蓮娜住在深山裡的豪宅，山姆因下半身癱瘓而長期只在豪宅裡活動，母親時時刻刻的照顧著他，不准他外出。直到有天，一個年輕的女僕丹妮絲出現在他們單調的生活中。因為她的出現，山姆對世界開始有了的希望和好奇，而伊蓮娜卻百般阻撓，不讓山姆離開這座如監獄似的豪宅，不僅如此，她甚至對丹妮絲展開恐怖的報復…… ,片長：01時49分,,D:\Users\Administrator\django-react-app\backend\server\django_media\鬼巢.jpg,3.7,2020-12-18,懸疑/驚悚,鬼巢
89,★ 改編自邁阿密傑克遜高中西洋棋隊真實故事 ★ 高校版《后翼棄兵》見證小棋士的封王之路 ★ 爛番茄 93%好評，紐約時報評：「令人熱血沸騰的西洋棋電影」 ★ 第 33 屆 SXSW 西南偏南電影節、法國多維爾美國電影節、陶爾米納國際電影節正式競賽片  改編自 1998 年邁阿密傑克遜高中西洋棋隊的真實故事，老師馬利歐帶領一群來自貧民區的少年，教導棋盤上的知識也挖掘孩子的潛能，在暴力猖獗的城市街頭，克服種種難題，一路過關斬將，闖入美國西洋棋錦標賽爭奪全國冠軍。,片長：01時51分,,D:\Users\Administrator\django-react-app\backend\server\django_media\高校棋蹟.jpg,3.6,2020-12-18,,高校棋蹟
64,★ 聯合國教科文組織指定為人類非物質文化遺產，朝鮮傳統曲藝「盤索里」大銀幕再現 ★ 韓國首週新片票房冠軍 ★ 創358萬觀影人次紀錄《鬼鄉》導演趙正來最新力作 ★ 韓國知名國樂歌手李逢根、「復仇劇女王」李幼梨、《82年生的金智英》童星金嘏娫、超級綠葉朴哲民、「神話」成員金烔完集結飆戲  以朝鮮時代的傳統曲藝「盤索里」為背景，英祖10年（西元1734年），一個充斥著強盜與人口販賣的可怕時期。才子學圭為了尋找被綁架的妻子，以他為首的說唱歌手們團結在一起，漂泊於朝鮮八道的同時，共同經歷歡笑與悲傷的故事。在最腐敗的年代，來自人民的歌聲將產生共鳴，改變這個世界。 ,片長：01時59分,,D:\Users\Administrator\django-react-app\backend\server\django_media\說唱藝人：希望之聲.jpg,3.4,2020-12-18,劇情,說唱藝人希望之聲
72,★ 2020 坎城影展正式入選 ★ 2020 羅馬影展觀眾票選最佳影片 ★ 2020 金馬國際影展轟動秒殺 ★ 2020 歐洲電影獎最佳導演提名 ★ 2020 聖塞巴斯汀影展正式競賽 ★ 2020 多倫多影展、釜山影展觀摩影片  1985年的夏天，法國諾曼第的海濱小鎮，少年艾雷在一次翻船意外中結識了出手相救的大衛。稚嫩的艾雷，文靜羞怯；俊美的大衛，熱情大膽，性格迥異的兩人卻意外擦出愛的火花。愛苗從海上燃起，延燒一整個炙熱盛夏，沿著海岸線、躲進電影院；闖入雜貨店、徜徉夜的舞廳，再乘著波光粼粼的海上小船，彷彿對著無邊的大海吶喊，我們倆就是世界，我們倆就是一切：「我正翱翔、我正翱翔，為靠近你、為了自由。」  就這樣燒出最純粹濃烈的情感，卻也煉出猜忌的心魔。一日，艾雷呆坐海邊思索著他與大衛之間的關係，意外巧遇前來小鎮打工換宿的英倫女孩凱特，兩人相談甚歡，卻沒想到凱特的出現，竟讓這場夏日戀曲逐漸失控而變調。艾雷與大衛曾經對彼此許下的誓言，無論誰先死去，都要在對方的墳上起舞，看似不經意的承諾就要一語成讖⋯⋯。  法國鬼才名導歐容將經典文學小說《在我墳上起舞》搬上大銀幕，不改擅長的情慾基調，摻雜些許驚悚元素，在撲朔迷離之間，濃霧就這樣散去，原來是這般美麗而動人的愛情故事。把少男的同志戀情拍得既浪漫又殘酷，而兩位年輕帥氣的演員從青春迷惘到為愛痴狂的演出，層次鮮明、亮眼吸睛。全片超16毫米膠捲影像的復古質感，細膩呈現八○年代的時尚風潮、懷舊氛圍。法國天團Air成員JB Dunckel的原創電影配樂，英搖樂團The Cure與傳奇歌手洛史都華等流行金曲輪番上陣、扣人心弦，完美勾勒出電影中青春年少的肆無忌憚與孤寂徬徨。,片長：01時41分,,D:\Users\Administrator\django-react-app\backend\server\django_media\85年的夏天.jpg,3.9,2020-12-18,,85年的夏天
72,★《工作細胞BLACK》「LIDENFILMS」京都工作室，全新戀愛系劇場版動畫新作！內心掛念不已的深刻感動媲美《秒速五公分》 ★改編自畫風細膩的《放浪男孩》、《青之花》知名漫畫家志村貴子同名作品，以輕盈溫柔的方式，講述一段段平凡、曲折卻不分性別與隔閡的戀愛故事 ★令粉絲瘋狂的夢幻聲優卡司集結！《天氣之子》花澤香菜、《鬼滅之刃》櫻井孝宏、《電影版 聲之形》早見沙織等人共同出”聲”助陣 ★電影主題曲由曾為電影《百元之戀》、《帝一之國》譜曲過的日本話題樂團CreepHyp，首度為動畫劇場版量身創作的動人歌曲《モノマネ》  總有一天，戀愛時的苦痛會化為一段美好的回憶。 百合曾經是非常受同性歡迎的女孩，如今嫁給了一位男人。百合的高中女友小悅以及大學女友綾小姐，皆以朋友身分出席了婚禮。兩人因前任戀人的婚禮而傷心欲絕，卻又互相吸引；在畢業典禮上，男校老師澤突然被學生矢崎告白，這讓澤老師的內心動盪不已，但典禮仍舊得如常舉行；小新暫時搬到被父母拋棄的表姊小夜子的家，小新與青梅竹馬美香出於好奇，竟看了小夜子主演的A片；成了中學生的小新與美香，兩人因看了小夜子主演的A片而愧疚不已，一段寫實的成長故事，懷揣著令人費解的情感。  本片根據擅長描寫青少年角色的知名漫畫家志村貴子同名作品改編，是一部看似無關、其實環環相扣的短篇故事集，《順其自然的日子》以輕盈細膩的方式描繪了一段段曲折的愛情故事。深刻溫柔又曖昧心動的風格，召集了夢幻聲優卡司群出”聲”助陣，包含《工作細胞》花澤香菜、《鬼滅之刃》櫻井孝宏、《電影版 聲之形》早見沙織等，前所未見的王牌聲優合作，堪稱一時之選。主題曲更找來曾為電影《百元之戀》、《帝一之國》譜曲過的日本話題樂團CreepHyp，首度為動畫劇場版量身創作的動人歌曲。電影除了談愛情、談日常，更描繪了各種不同的戀愛組合與懷揣情懷，在當今世界各地正爭取LGBT戀愛自由權益的此刻，2002年就開始連載漫畫的《順其自然的日子》，現在看來更顯得頗有其先見之明。 ,片長：00時54分,,D:\Users\Administrator\django-react-app\backend\server\django_media\順其自然的日子.jpg,4.0,2020-12-18,,順其自然的日子
75,,片長：01時33分,,D:\Users\Administrator\django-react-app\backend\server\django_media\十二夜2：回到第零天.jpg,3.9,2020-11-27,,十二夜2回到第零天
96,★ 原班人馬重啟感動！ ★ 小魔女DoReMi，給正在瓶頸的你力量！ ★ 等待二十年…魔法再次降臨！  感到迷惘是正常的 想成為老師，卻失去自信心，對將來感到迷惘的大學生－長瀨空（名古屋） 從事理想的工作，卻難以融入職場文化，原因出在小時候住在國外的上班族吉月美鈴（東京） 努力打工存錢想要實現夢想，現實生活卻被沒用的男友耍得團團轉的打工女孩川谷麗香（廣島縣尾道市） 年齡、個性和居住地都不同的三名女性，都陷入對人生迷惘的階段，看不清楚夢想中描繪的未來，這時，引領她們相遇的竟是「小魔女DoReMi」！？  在小魔女實習生以前聚集的鎌倉洋樓「魔法堂」，她們命運般地認識彼此，和小魔女DoReMi一同踏上「飛驒高山、京都、奈良」的旅行…  三人度過一段有笑有淚、互相扶持的珍貴時光，她們這時才發現，原來小魔女們無論何時總是在自己的身旁。小魔女推了她們一把，讓她們踏出新的一步，美好的世界更加寬廣了…  【影片介紹】  我們都曾渴望魔法 那些離開魔法的少女都去哪裡了？ 無論你是不是《小魔女DoReMi》的粉絲，只要是女孩，都曾經歷過幻想擁有魔法的童年，一直到長大，直到第一次心碎、第一次失業、第一次面臨家人的逝去，才發現人生沒有百靈丹。魔法不會在無助的時候出現，只有妳自己以及內心那顆小小的希望種子及熱忱。《尋找小魔女Doremi》是獻給所有正在經歷人生瓶頸的女子們，一首讚頌獨立堅強的打氣歌。也許你曾深愛《小魔女DoReMi》系列，也或許你從未看過。但只要你也曾祈禱擁有魔法、只要你也曾站在瓶頸的十字路口掙扎，或是你正在躊躇不前，必定能有所收穫。這是一部開放給所有後少女時期、或是相信自己永遠是少女的你，一同進入電影院欣賞，進入那個與「世界上最不幸的美少女」有關的回憶錄。  《小魔女DoReMi》電視動畫系列從1999年於朝日電視台播出。當初原本只預計製播一年，但是在播出之後好評如潮，最後變成長達4年的長壽卡通，整整製作了4季，播到2003年為止。單季的最高收視率是13.9%（「大~集合小魔女DoReMi」（01-02））。據說當時在日本有九成的小女孩都看過《小魔女DoReMi》系列，是每週日晨間的超人氣動畫。  在電視版動畫第一季播出滿20週年的2019年，正式決定製作全新原創的電影版！集結佐藤順一、馬越嘉彥到栗山綠等電視版的主創元老，以及當時看小魔女的動畫長大的新銳動畫人才，一起創作出特別獻給大朋友們看的全新「魔法」物語！,片長：01時32分,,D:\Users\Administrator\django-react-app\backend\server\django_media\尋找小魔女Doremi.jpg,3.9,2020-11-27,,尋找小魔女
99,★伊朗影史非喜劇片票房冠軍 ★東京影展最佳導演、最佳男主角－莫哈瑪查德 ★伊朗德黑蘭黎明電影節11項入圍，榮獲最佳剪輯、最佳音效、觀眾票選最佳影片 ★蘇黎世電影節國際劇情片－特別提及  城市充滿了吸毒犯，且大部分都是無家者。負責緝毒的警官薩瑪鐵了心要找到毒販源頭納薩，在經過了多次的追捕行動，終於在納薩的豪宅找到自殺未遂的他。  被捕的納薩一步步接受法律制裁，薩瑪則因為破獲大案子一步步升官，過程中薩瑪卻發現納薩之所以會出現，是起源於整個社會結構腐敗，光制裁一個毒販無法解決根本的問題、無法阻止吸毒犯在他賣命緝毒的警察生涯中增加了6.5倍。 ,片長：02時14分,,D:\Users\Administrator\django-react-app\backend\server\django_media\緝毒風暴.jpg,4.4,2020-11-27,劇情,緝毒風暴
100,古魯家族曾經遇到不少危險和災難，像是從滿口尖牙的史前怪獸嘴裡驚險逃生，並且在世界末日中倖免於難，但是他們現在將面對最大的挑戰：另一個家族。  古魯家族需要找到一個全新的地方生活，於是這個史前時代的第一家族就勇闖新世界，尋找一個全新的家園。當他們找到一個受到周全保護，風景優美、氣候宜人，完全符合他們需求的人間樂園的時候，他們都覺得他們所有的問題都解決了…除了一件麻煩事，那就是有另一個家族已經住在那裡：郝野人家族。  郝野人家族顧名思義就是他們的生活過得比古魯家族好太多了，他們有豪華的樹屋、各種先進的發明，以及擁有人工灌溉系統，一望無際的新鮮菜園。換句話說，他們比古魯家族進步太多了。當他們招待古魯家族成為史上第一個到別人家作客的客人之後，古魯這個山頂洞人家族和郝野人這個現代家族很快就產生了越來越激烈的衝突和矛盾。 當這兩個家族看似水火不容的時候，一個全新的威脅即將迫使他們遠離安逸的田園生活，前往危險的外面世界展開一場史詩級的冒險旅程。他們不只是必須接受和擁抱彼此之間的不同、從對方身上得到力量，而且必須共同創造一個美好的未來。  《古魯家族：新石代》一片堅強的配音演員陣容包括尼可拉斯凱吉再度為咕嚕配音、凱薩琳凱娜再度為娥姐配音、艾瑪史東再度為一妹配音、萊恩雷諾斯再度為一妹的男友阿蓋配音、克拉克杜克（《扭轉時光機》）再度為坦克配音，以及克蘿麗絲莉姬曼再度為可人配音。全新加入的配音演員則包括彼得汀克萊傑（《冰與火之歌：權力遊戲》）為菲爾配音、萊絲里曼恩（《圍雞總動員》）為希旺配音，以及凱莉瑪麗陳（《STAR WARS：最後的絕地武士》）為他們的女兒棠棠配音。 這部動畫喜劇片的導演是喬伊克勞福德，他曾經參與多部夢工廠動畫電影的製作，包括《魔髮精靈》以及《功夫熊貓》系列電影，製片則是馬克斯威（《內褲隊長》、《馬達加斯加3：歐洲大圍捕》）。 ,片長：01時35分,,D:\Users\Administrator\django-react-app\backend\server\django_media\古魯家族：新石代.jpg,4.3,2020-11-27,喜劇,古魯家族新石代
96,★ 《約會大作戰 赤黑新章》後篇「紅或白」登台上映！ ★ 全球系列累計發行量突破600萬部的超人氣輕小說《約會大作戰》精彩外傳 ★ 以系列超高人氣角色．時崎狂三為主角的外傳作品躍上大銀幕！ ★ 專屬於狂三的戰爭（約會），刻印在她左眼裡的扳機將一觸即發──  〈最惡的精靈〉時崎狂三 顯界── 從不同於這個世界的鄰界顯現，為地上帶來災厄的，被稱為精靈的少女們──她們之中，有懵懂無邪者，有追求救贖者，而更有一名少女，為了實現自己的目的，不斷扼殺著自己的內心──第3精靈，代號「NIGHTMARE」。驅使著能操縱時間，強力無比的天使「刻刻帝」（Zaphkiel），她的行動、思想、甚至目的都充滿謎團，史上最邪惡的精靈．時崎狂三──如今已降臨在了人類、甚至精靈都不存在的鄰界一隅……  鄰界──曾是具有召喚災厄能力的精靈們存在的世界。但現在精靈們已從鄰界消失，那裡變成了號稱「準精靈」的少女們的戰場。「第十領域」是鄰界的一部分，精靈．時崎狂三在那裡甦醒了……我為何在這裡？是怎麼來的……話說這裡是哪裡？墜落在未知世界的狂三，耳邊傳來了聲音──突如其來的大混戰，許多獵物交錯出現，血濺飛舞。圍繞著狂三的「戰爭」（約會）導火線突然引爆,片長：00時30分,,D:\Users\Administrator\django-react-app\backend\server\django_media\約會大作戰赤黑新章：紅或白.jpg,4.6,2020-12-04,,約會大作戰 赤黑新章紅或白
67,★勇奪波蘭影展最佳影片、男主角、攝影、美術、音樂等7項大獎 ★榮獲波蘭電影攝影藝術獎最佳影片提名 ★榮獲上海國際電影節金爵獎提名  他光榮贏得了亞軍，卻在頒獎時變成冠軍… 米提克柯許自小失去視力，母親將他送到修女創辦的視障學校，他在那裡學會了鋼琴，成為他跟世界溝通的方式。一心夢想成為古典鋼琴家的他，在接觸美國爵士樂大師「比爾艾文斯」的音樂後，開始有了巨大的轉變。他決心成為最棒的爵士鋼琴家，並在好友古奇歐協助下，朝著夢想邁進…。  米提克在瑞士「蒙特勒爵士音樂節」光榮贏得亞軍，卻在頒獎時意外變成了冠軍。原來奪得冠軍的德國鋼琴家，自認技不如「他」而主動讓賢，但「他究竟是誰？」，米提克從此爆紅歐洲！名聲鼎沸的他開始受邀各地演出，演奏會更是場場爆滿。就連偶像比爾艾文斯和他相會後，都建議該他赴美發展…。  蜂擁而至的崇拜與名聲，讓米提克更接近夢想的實現。一心充滿美國夢的他，愛上了女歌手蘇莎，並與好友古奇歐漸行漸遠。但當他邀請蘇莎一起赴美時，卻遭她譏為幻夢並且婉拒。米提克真能如願去美國發展嗎？他的演奏與創作才華，會受到更大的肯定嗎？而這一切對29歲的他來說，都才要開始…。  【關於電影】  根據真人實事改編的電影《只有悲傷才是美麗的》（Icarus. The Legend of Mietek Kosz），是波蘭名導馬歇皮爾修扎（Maciej Pieprzyca）的感人新作。劇情描述29歲英才早逝的波蘭天才盲琴師米提克柯許（Mietek Kosz）狂野傳奇的一生。該片除有波蘭影帝大衛奧格羅尼克（Dawid Ogrodnik）的精彩演繹，片中一場場讓人癡迷的樂曲，更出自發過一百張唱片的波蘭爵士大師萊舍克莫傑爾（Leszek Mozdzer）之手。將這名音樂奇才的哀傷與奮鬥，藉由傑出演技與天籟演奏、完美地呈現出來。除橫掃波蘭奧斯卡11獎提名，更獲國際電影網LetterBoxd讚譽「靈與樂合而為一，令人讚嘆！」。 「米提克柯許」是波蘭知名天才盲琴家，5歲時因青光眼未獲照料而喪失視力，被送到視障學校就讀，竟被發掘出驚人才華。米提克柯許以蕭邦樂曲和波蘭民族音樂奠定基礎，更吸取美國爵士樂風，尤其爵士音樂家比爾艾文斯（Bill Evans）的即興演奏技巧，從此琴藝大增、演奏自成一格，不僅跨越音樂型態壁壘，更在各種類型與流派之間遊走自如。但就在這世界開始注意他時，他卻在29歲時墜樓、悲劇性地離世。他的死因雖眾說紛紜，卻都充滿孤獨與悲傷。導演馬歇皮爾修扎片中將他比擬作希臘神話悲劇人物「伊卡洛斯」，青春正當振翅高飛，卻墜落雲霧令人扼腕。 《只有悲傷才是美麗的》全片以時序交錯方式，描述這位音樂天才短暫卻豐富的人生，剪輯、攝影、音樂和聲音設計均十分到位，將盲人對於光、聲音的感受表現得淋漓盡致。波蘭3座影帝得主大衛奧格羅尼克為演出該片，除以3個月熟練演奏技巧，更斷食減重、讓身形變得纖弱，更為體悟米提克柯許的孤獨心境，實地住進視障學校。全片透過《風暴之前》、《搭上Ａ線的列車》、《愛的錯覺》、《快樂似雲雀》、《憶往琴深》以及《伊卡洛斯》等多首新創爵士樂曲，逐一串起柯許的破碎童年、光影記憶、功成名就、愛情幻夢，以及聚散離別等人生片刻，勇奪波蘭影展最佳影片等7項大獎。大衛奧格羅尼克爐火純青的演技，細膩呈現柯許內心的孤獨與掙扎，更二度榮登影帝寶座。 ,片長：02時02分,,D:\Users\Administrator\django-react-app\backend\server\django_media\只有悲傷才是美麗的.jpg,4.0,2020-12-04,劇情,只有悲傷才是美麗的
88,敘述年輕人傑西到歐洲旅遊，在火車上偶遇法國女子席琳，傑西對席琳一見鍾情，雙方交談投機，火車到站後，傑西於是說動席琳下車和他共遊維也納，兩人在途中聊了許多對人生、愛情及夢想的看法，但在破曉前分道揚鑣，允諾半年後同一地點相聚。,片長：01時41分,,D:\Users\Administrator\django-react-app\backend\server\django_media\愛在黎明破曉時.jpg,4.3,2020-12-04,,愛在黎明破曉時
100,九年前，傑西（伊森霍克）與席琳（茱莉蝶兒）在火車上相遇，在維也納共度一晚，在日出前定下半年之約後各自離去，但是卻從此失去與對方的聯繫。九年後，傑西帶著以這段邂逅寫成的書來到巴黎，就在他開新書記者會的同時，席琳出現了。日落之後就要撘趕著搭飛機的傑西，利用留在巴黎最後的幾個小時，拉著席琳在咖啡館中、巴黎街頭與塞納河上，彷彿停不下來似的說著話，想用最短的時間知道對方這九年來的境遇。  兩人這時好比站在凌虛御空的鋼索上，似乎必須趁這個機會作出某種重大的人生決定，卻又好像只是兩個再次相逢彼此投緣的心靈舊識，永遠有聊不完的話題。日落時分即將來臨，離傑西飛機起飛的時間越來越接近了…，兩人是否會做出改變彼此今生的決定？！,片長：01時20分,,D:\Users\Administrator\django-react-app\backend\server\django_media\愛在日落巴黎時.jpg,4.3,2020-12-04,,愛在日落巴黎時
98,本片根據CAPCOM熱門電玩遊戲改編，劇情描述在人類居住的世界背後，有個充滿危險強大的魔物世界，娜塔莉阿特彌斯中尉(蜜拉喬娃維琪 飾演)與由她帶領的菁英部隊進入了這個神秘時空，在這個超能怪物群居的新世界，將面臨著全團滅亡的生存之際。娜塔莉一行人在尋求返家之路時，她們遇到了一名能在這蠻荒之地生存的神秘獵人(東尼嘉 飾演)。面對蜂擁而至的凶狠且恐怖的魔物攻擊，娜塔莉和勇士們準備一一擊退並找到能順利回家的路…,片長：01時44分,,D:\Users\Administrator\django-react-app\backend\server\django_media\魔物獵人.jpg,3.6,2020-12-04,冒險,魔物獵人
80,★ 金獎組合，聯手打造今年度最赤裸大尺度色慾激情國片！ ★ 金馬獎最佳改編劇本入圍新銳導演賴孟傑，全新創作話題力作！ ★ 鄭人碩攜手「台版金泰希」邱偲琹，挑戰從影最大尺度情慾演出！  相慾之後，我們相愛… 六（鄭人碩 飾）是位靠販售愛心商品維生的身障人士，生活大小事都需倚賴父親（喜翔 飾）幫忙，從未談過戀愛的他，對於性有著無限的憧憬與幻想，在大樓保全文哥（鄭志偉 飾）的引介下，六認識了一個沉默的少女泡麵（邱偲琹 飾），長年生活在陰暗狹小文具店的她，不僅要照顧有心理疾病的母親（黃采儀 飾），在學校也備受同儕霸凌。  對未來不抱期待的泡麵，與六從平淡的性交易關係，逐漸發展出一段刻骨銘心的愛情，同時六也發現文哥與泡麵似乎也有著不尋常的關係… 同樣生活在灰色角落的他們，透過相遇的微光溫熱了彼此的心，因慾望點燃了希望，兩人最終能否走出生命的困境…？ 《親愛的殺手》將於2020年12月4日全台上映。 ,片長：01時32分,,D:\Users\Administrator\django-react-app\backend\server\django_media\親愛的殺手.jpg,3.7,2020-12-04,,親愛的殺手
89,★2020 柏林影展泰迪熊獎最佳影片 ★2020 柏林影展泰迪熊讀者評審獎 ★2020 柏林影展世界電影大觀觀眾票選第二名 ★2020 哥本哈根同志影展最佳影片 ★2020 洛杉磯同志影展最佳劇本獎 ★2020 台北金馬影展性別越界單元  「自從我們來到這裡，我好像一直在過著兩種不同人生。 一種是我本來應該要過的，另一種是我現在在過的。」  率性時髦的帕比生活肆意，成天流連夜店，沈迷上網約炮與派對狂歡。身為在德國土生土長的伊朗移民第二代，他異國風情的外型總引人注目。因為一起偷竊事件被判處社區服務，來到一間難民收容所充當翻譯，而結識了逃離伊朗來到德國的年輕姐弟巴娜許與阿蒙。三人很快地便熱絡起來，而帕比與帥氣靦腆的阿蒙之間更萌生曖昧。不料現實生活的碾壓與難題，卻正考驗著三人的關係和彼此的未來。一場短暫的夏日邂逅，伴隨著俯拾即是的政治現象、文化衝擊，面對著斷裂的過去與不確定的將來，像是失去什麼卻也獲得了什麼。  以黑馬之姿勇奪柏林影展泰迪熊獎最佳影片的《未來的我們》（No Hard Feelings），是年僅26歲的新銳導演法拉茲沙里亞特（Faraz Shariat）自傳色彩濃厚的首部電影作品。影片以同志題材為基礎，巧妙揉合家庭、流亡者與國族的各類身分認同，拼貼導演兒時的家庭錄像片段，更讓親生父母參與演出，在虛實交錯之間細膩勾勒流行文化與傳統價值的對立和相容。影像的詩意切片、電氣的迷幻流竄、肌膚的撩動碰撞，幻化成德國千禧世代酷兒精神的獨特新移民電影。帶著青春躁動與豐沛能量的影像氣質，頗有《親愛媽咪》加拿大鬼才導演札維耶多藍（Xavier Dolan）作品的既視感，是一則獻給迷惘年輕世代，看似幽微卻顯明亮的限時動態。而以柏林為首的多個德國城市，豐富多元、自在不羈的當代文化精神充滿整部電影，難怪被泰迪熊獎評審讚譽為：「近幾年來最重要的德國電影」。 ,片長：01時32分,,D:\Users\Administrator\django-react-app\backend\server\django_media\未來的我們.jpg,0.0,2020-11-27,,未來的我們
